A,አንድ
Trace,ነደፈ 
Track,አነፍንፎ አገኘ 
Tract,ትንሽ ጽሁፍ
Traction,መወጠሪያ
Tractor,የእርሻ መኪና
Trade,ንግድ ከፈተ 
Trader,ነጋዴ
Tradition,ባህል
Traditional,የባህል 
Traffic,የንግድ ልውውጥ አደረገ 
Tragedy,አሳዛኝ 
Tragic,አሳዛኝ
Trail,ተከታተለ 
Trailer,ተሳቢ
Train,አሰለጠነ 
Trainer,አሰልጣኝ
Training,ትምህርት 
Trait,ባህርይ
Traitor,ከዳተኛ 
Tramp,በእግሩ ሄደ 
Trample,ረገጠ
Trance,ፍዝዝ አለ
Tranquil,ጸጥ አለ
Tranquillize,የሚያስታግስ መድኃኒት ሰጠ
Tranquillizer,ማስታገሻ መድኃኒት
Transact,ተዋዋለ
Transaction,መገበያየት 
Transcend,ተወ 
Transcribe,ገለበጠ 
Transfer,አስተላለፈ 
Transfigure,መልኩን ፍጹም ለወጠ
Transfix,ወጋ 
Transform,ለወጠ 
Transformation,መለወጥ
Transformer,ኮረንቲ መለዋወጫ
Transfuse,ቀድቶ አስተላለፈ 
Transgress,ጣሰ 
Transient,ጊዜያዊ 
Transit,መሸጋገር 
Transition,መሸጋገር
Transitive,ተሻጋሪ
Transitory,ኃላፊ
Translate,ተረጎመ 
Translation,ትርጉም
Translator,አስተርጓሚ
Translucent,ብርሃን የሚያስተላልፍ
Transmission,ማሰራጨት 
Transmit,አስተላለፈ
Transmute,ለወጠ
Transparent,ግልጽ
Transpire,ወጣ
Transplant,አዛውሮ ተከለ 
Transport,አጓጓዘ 
Transportation,ማመላለሻ 
Transpose,አለዋውጦ ቀረ
Transverse,አግዳሚ
Trap,አጠመደ 
Trapdoor,መሹለኪያ በር
Trapeze,ጅውጅው
Trappings,ከነ ሙሉ ጌጥ
Trash,ቆሻሻ 
Travel,ተጓዘ 
Traveller,መንገደኛ
Traverse,አቋርጦ አለፈ 
Tray,ዝርግ ሳህን
Treacherous,የማይታመን 
Treachery,ከሃዲነት
Tread,ተጓዘ 
Treason,አገርን መክዳት
Treasonable,ከክህደት የሚቆጠር
Treasure,ከፍ አድርጎ ተመለከተ 
Treasurer,ገንዘብ ያዥ
Treasury,ግምጃ ቤት 
Treat,ያዘ 
Treatise,ድርሰት
Treatment,ሕክምና 
Treaty,ውል 
Treble,ሦስት እጥፍ
Tree,ዛፍ
Trek,እያዘገመ ተጓዘ 
Tremble,ተርገበገበ 
Tremendous,ትልቅ 
Tremor,ቀላል መንቀጥቀጥ
Tremulous,ተርበደበደ 
Trench,ቦይ 
Trenchant,ቁርጥ ያለ
Trend,አመራ 
Trespass,ሕግ ጥሶ አለፈ 
Trial,ፍርድ ቤት 
Triangle,ሶስት ማዕዘን
Triangular,ባለ ሶስት ማዕዘን
Tribal,የጎሳዎች
Tribalism,የጎሳ ልዩነት
Tribe,ጎሳ
Tribulation,መከራና ችግር
Tribunal,ፍርድ ቤት
Tribune,ችሎት 
Tributary,ገባር ወንዝ 
Tribute,ግብር 
Trick,አታለለ 
Trickery,ማታለል
Trickle,አፈሰሰ
Trickster,አጭበርባሪ
Tricky,የሚያሳስት 
Trifle,ቀለደ 
Trifling,ቀላል ነገር
Trigger,አስነሳ 
Trilateral,ሶስት ማዕዘን ያለው
Trill,ድምጽ
Trim,አስተካከለ 
Trinity,ሥላሴ
Trinket,ጥቃቅን ጌጣጌጦች
Trio,የሶስት ሰዎች ጥምረት 3 ሶስት ዘፋኞች 
Trip,አደናቀፈ 
Tripartite,የሶስትዮሽ
Tripe,ጨጓራ
Triple,ሶስት ዕጥፍ 
Triplet,ሶስት ልጆች ባንድ ጊዜ
Triplicate,ሶስት ቅጅ
Tripod,ባለ ሶስት እግር መቆሚያ
Triptych,ታጣፊ ባለሶስት ጽላት ስእል
Trite,የሰፈነበት
Triumph,ድል አደረገ 
Triumphal,የድል በዓል
Triumphant,አሸናፊ 
Trivet,ጉልቻ
Trivial,ዋጋ ቢስ 
Troop,ተንጋጋ 
Trophy,ምርኮ 
Tropic,የሐሩር አውራጃ ሞቃት ሃገሮች
Tropical,ሞቃት 
Trot,እያሰገረ ሄደ 
Trouble,አስቸገረ 
Troubled,የችግር
Troublemaker,ነገረኛ
Troubleshooter,ችግር አስወጋጅ
Troublesome,አስቸጋሪ
Trough,ገንዳ 
Troupe,ጓድ
Trousers,ሱሪ
Trowel,ማንኪያ 
Truant,ቸልተኛ
Truce,ለተወሰነ ጊዜ ተኩስ ማቆም
Truck,በመኪና ወሰደ 
Truculent,ተንኳሽ
Trudge,አዘገመ
True,እውነተኛ 
Truly,ከልብ
Trumpet,መለከት 
Truncate,ከጫፉ ቆረጠ 
Trundle,እየጎተተ ሄደ
Trunk,ግንድ 
Trust,አመነ 
Trustee,ባለ አደራ
Trustful,ሁሉን አማኝ
Trustworthy,ታማኝ
Trusty,ታማኝ
Truth,እውነት 
Truthful,ሐቀኛ 
Try,ሞከረ 
Tub,ሳፋ 
Tube,ላስቲክ 
Tuberculosis,የሳምባ ነቀርሳ
Tuck,ሸጎጠ 
Tug,ጎተተ 
Tuition,ለትምህርት የሚከፈል 
Tumble,ተገለባበጠ 
Tumbledown,ደሳሳ
Tumbler,ዋንጫ 
Tumour,እብጠት 
Tumult,ሁካታ
Tumultuous,የጋለ 
Tune,ቃኘ 
Tunnel,መንገድ ቀደደ 
Turban,ጥምጥም
Turbid,የደፈረሰ
Turbulence,ሁካታ
Turbulent,ሥርዓት የጎደለ 
Turf,ሣር
Turgid,ያበጠ 
Turmoil,ግርግር
Turn,አዞረ 
Turncoat,ከዳተኛ
Turning,መታጠፊያ
Turnout,የተሳታፊ ቁጥር
Turnover,መለዋወጥ 
Turret,የእንቁላል ግንብ
Turtle,ኤሊ
Tusk,ጥርስ
Tussle,ተጣላ
Tutelage,ማስተማር 
Tutor,አስተማረ 
Twaddle,ለፈለፈ
Tweed,ዥንጉርጉር የሆነ ከለስላሳ ሱፍ የተሰራ
Tweezers,ወረንጦ
Twelfth,ዐስራ ሁለተኛ
Twelve,ዐሥራ ሁለት
Twenty,ሃያ
Twice,ሁለቴ 
Twiddle,ተጫወተ
Twig,ቀንበጥ 
Twilight,ደንገዝገዝ ሲል
Twin,መንታ
Twine,ተጠመጠመ 
Twinkle,ብልጭ ብልጭ አለ 
Twirl,አሽከረከረ
Twist,ጠመዘዘ 
Twitch,ነሰነሰ 
Twitter,ተንጫጫ
Two,ሁለት
Twofold,ሁለት እጅ
Type,ዓይነት 
Typewriter,የጽህፈት መኪና
Typhoid,ተስቦ
Typhoon,ኃይለኛ አውሎ ነፋስ
Typhus,ተስቦ
Typical,ዓይነተኛ 
Typify,ምሳሌ ነው
Typist,ታይፒስት
Typo,የጽህፈት ስህተቶች
Typography,እትም
Tyrannical,ጨካኝ
Tyrannize,በጣም ጨቆነ
Tyranny,የጭቆና አገዛዝ
Tyrant,አምባገነን
Udder,ጣት
Ugly,መልከ ጥፉ 
Ulcer,የቆላ ቁስል
Ulterior,የተሰወረ
Ultimate,የመጨረሻ
Ultimatum,የመጨረሻ ማስጠንቀቂያ
Ultra,ከመጠን ያለፈ አስተሳሰብ ያለው
Umbrage,አስቀየመ
Umbrella,ዣንጥላ
Umpire,ዳኛ
Unabated,ሳያቋርጥ
Unabridged,ያላጠረ
Unacceptable,ተቀባይነት የሌለው
Unaccompanied,ሳያስከትል
Unaccountable,ምንም ምክንያት የሌለው 
Unanimous,ሙሉ
Unattended,ብቻዎን
Unavoidable,የማይቀር
Unbelief,መጠራጠር
Unbelievable,የማይታመን
Unbend,አቀና
Unbending,ግትር
Unborn,ወደፊት የሚመጣ
Unbroken,ሳይሰበር 
Uncanny,በጣም ረቂቅ 
Unceasing,የማያቋርጥ
Uncertain,ያልተረጋገጠ
Uncertainty,የማያስተማምን መሆን
Unchallenged,ተቃዋሚ የሌለበት
Uncircumcised,ያልተገረዘ
Uncivil,ብልግና የተመላበት 
Uncle,አጎት
Unclean,ቆሻሻ 
Uncomfortable,የማይመች
Uncommon,ታይቶ የማይታወቅ
Unconcern,ግዴለሽነት
Unconditional,ያለገደብ
Unconscious,ነፍሱን ስቶ 
Unconstitutional,ሕገመንግስቱን የሚጻረር
Uncouth,ስድ
Uncover,ሽፋን አነሳ 
Unction,ቅብዓ ቅዱስ
Unctuous,ካንገት በላይ የሆነ
Uncultivated,ያልታረሰ
Undefined,ያልተከለለ
Undeniable,የማይካድ
Undenied,ያልተካደ
Under,ከ---ስር 
Underbrush,ጢሻ 
Underclothes,የውስጥ ልብስ
Undercover,ነጭ ለባሽ
Undercurrent,ሞገድ
Undercut,ሰበረ（በት） 
Underdog,ይሸነፋል የሚባል
Underestimate,ዝቅ አድርጎ ገመተ
Undergo,ተደረገ（ለት） 
Undergraduate,የመጀመርያ ዲግሪ ያልጨረሰ ተማሪ
Underground,በመሬት ውስጥ ለውስጥ የሚሄድ 
Undergrowth,ቁጥቋጦ
Underhand,ተንኮል
Underlie,ከ--- ሥር ተገኘ 
Underline,ከስር አሰመረ 
Underling,ከስር ያለ 
Undermine,ሰረሰረ 
Underneath,ሥር
Undernourished,በደንብ ያልተመገበ
Underpass,መሿለኪያ
Underpay,ዝቅተኛ አበል ከፈለ
Underprivileged,ችግረኛ
Underrate,ዝቅ አድርጎ ገመተ
Underscore,ከስር አሰመረ（በት）
Undersell,በዝቅተኛ ዋጋ ሸጠ
Undershirt,ካናቴራ
Undersigned,ፊርማው ከዚህ በታች የሚገኝ
Undersized,ቀጫጫ
Understand,ገባ（ው） 
Understanding,አእምሮ 
Undertake,ጀመረ 
Undertaker,ውጥን 
Undertone,ሹክሹክታ
Undertow,በባህር ላይ የሚገኘው ማዕበል ከሚሄድበት አቅጣጫ በተቃራኒ የሚሄድ የባህር ውስጥ ማዕበል
Underwear,የውስጥ ልብስ
Underworld,በወንጀል ስራ የሚኖር
Underwrite,ከፈለ
Undesirable,የማይፈለግ
Undeterred,ወደኋላ የማይል
Undeveloped,ያልለማ
Undiminished,ያልቀነሰ 
Undisciplined,ስድ
Undo,ፈታ 
Undoing,ውድቀት 
Undone,ያልጨረሰ
Undreamed,ያልታሰበ
Undress,ልብስ አወላለቀ
Undue,ተገቢ ያልሆነ 
Undulate,አባጣ ጎርባጣ
Unearth,መሬት ቆፍሮ አወጣ 
Unearthly,አሰቃቂ
Uneducated,ያልተማረ
Unemployed,ስራ የሌለው 
Unemployment,የስራ መታጣት
Unending,ማለቂያ የሌለው
Unequal,የማይመጣጠን
Unequivocal,ቁርጥ ያለ
Unerring,ያልተሳሳተ
Uneven,ጎዶሎ
Unexpected,ያልታሰበ
Unexplained,ሳይታወቅ
Unfailing,እውነተኛ
Unfair,ተገቢ ያልሆነ 
Unfaithful,ታማኝ ያልሆነ 
Unfamiliar,የማያውቀው 
Unfasten,ፈታ
Unfavourable,ጎጂ 
Unfeeling,ርህራሄ የጎደለው
Unfinished,በጅምር የቀረ
Unfit,ተገቢ ያልሆነ 
Unflagging,ያለማቋረጥ
Unflinching,የማይበገር
Unfold,ገለጠ 
Unforgettable,የማይረሳ
Unfortunate,ዕድለ ቢስ 
Unfounded,መሰረት የሌለው
Unfriendly,ሰው ያለመውደድ
Unfurl,ተውለበለበ
Unfurnished,እቃ የሌለበት
Ungainly,ቀርፋፋ
Ungodly,ከሃዲ 
Ungracious,ርህራሄ የጎደለው
Ungrounded,ምክንያት የሌለው
Ungrudging,ቂም በቀለ የሌለበት
Unguent,ቅባት
Unhappy,የከፋ 
Unharmed,ጉዳት ሳይደርስበት
Unharmonious,ያልተቀናበረ
Unharness,አራገፈ
Unhealthy,ጤና የጎደለው 
Unheard,ተሰምቶ የማይታወቅ
Unheeded,ሳይደመጥ ቀረ
Unhitch,ፈታ
Unholy,የረከሰ
Unhurt,ሳይጎዳ
Unification,አንድ ማድረግ
Uniform,እኩል 
Unify,አንድ አደረገ
Unilateral,ባንድ ወገን ብቻ የሆነ
Unimaginable,ለግምት የሚያስቸግር
Uninformed,ብዙ ነገሩን ያላወቀ
Uninhabited,ሰው የማይኖርበት 
Unintelligible,የማይነበብ
Unintended,ግድ የሌለው
Uninterrupted,ያልተቋረጠ
Union,አንድነት 
Unique,ተወዳዳሪ የማይገኝነት 
Unit,ክፍል 
Unite,አገናኘ
Unity,አንድነት
Universal,ዓለም ዓቀፍ 
Universe,ጠፈር 
University,ከፍተኛ የትምህርት ተቋም
Unjust,ትክክለኛ ያልሆነ
Unkind,ክፉ
Unknown,ስሙ ያልታወቀ
Unlawful,ክልክል 
Unlearn,ተላቀቀ
Unleash,ፈቶ ለቀቀ 
Unleavened,አፍለኛ 
Unlike,የተለየ ነገር 
Unlikely,የሚያጠራጥር
Unlimited,ልክ የሌለው 
Unload,አራገፈ 
Unlock,ከፈተ
Unlucky,ዕድለ ቢስ 
Unmanly,ከወንድነት የራቀ
Unmanned,ሰው የሌለበት
Unmannerly,ሥርዓተ ቢስ 
Unmarried,ያላገባ
Unmerciful,ምሕረት የሌለው
Unmindful,ሳያስተውል
Unnatural,ከመጠን በላይ የሆነ 
Unnecessary,የማያስፈልግ 
Unoccupied,ባዶ 
Unopposed,ተቃውሞ የሌለበት
Unpack,አጋባ 
Unpaid,ሳይከፍል
Unparalleled,ወደር የሌለው
Unpaved,ያልተነጠፈ
Unpleasant,መጥፎ 
Unpopular,የተጠላ
Unprecedented,በማንም ተደርጎ የማይታወቅ
Unpremeditated,ሳያውቁ
Unprepared,ሳይዘጋጅ
Unprofessional,ሙያዊ ያልሆነ 
Unprofitable,ትርፍ አልባ
Unpronounceable,ለማንበብ የሚያስቸግር
Unqualified,ብቁ ያልሆነ 
Unquestionable,የማይጠረጠር
Unquestioned,የማያጠራጥር
Unravel,ተረተረ 
Unreal,የሕልም
Unreasonable,ምክንያታዊ ያልሆነ 
Unreliable,የማያስተማምን
Unremitting,የማያቋርጥ
Unrest,ሽብር 
Unrestricted,ያለቁጥጥር
Unrewarded,ገንዘብ የማይገኝበት
Unrewarding,ምኞትን የማያሟላ 
Unripe,ያልበሰለ
Unrivalled,ወደር የሌለው
Unroll,ዘረጋ
Unruffled,ጸጥ ያለ
Unruly,ከስርዓት ውጭ 
Unsaddle,አራገፈ
Unsafe,አደገኛ 
Unsaid,ያልተነገረ
Unsanitary,ንጽህና የሌለው
Unsatisfactory,አጥጋቢ ያልሆነ
Unseat,ከኮርቻው ላይ ጣለ 
Unseemly,ተገቢ ያልሆነ
Unseen,ሳይታይ
Unsettle,አሸበረ
Unshackle,የእግር ብረት ፈታ
Unshaken,የማይናጋ
Unsightly,ለዓይን የሚያስቀይም
Unskilled,ባለሙያ ያልሆነ 
Unsound,የታወከ 
Unsparing,ለነገ የማይል
Unspeakable,ይህ ነው የማይባል
Unstable,ተለዋዋጭ
Unsteady,የሚንቀጠቀጥ 
Unsuccessful,ያልተሳካ
Unsuitable,የማይመች 
Unsuited,የማይስማማ
Unsuspected,ያልተጠረጠረ
Unsuspecting,ያልጠረጠረ
Untangle,ፈታ 
Unthinkable,ታይቶ የማይታወቅ
Untidy,ንጹህ ያልሆነ 
Untie,ፈታ
Untimely,ያለ ጊዜው
Unto,ለ
Untold,ልክ የሌለው 
Untouched,ያልነካው
Untoward,የማይገባ
Untrue,ውሸት የሆነ 
Untruth,ውሸት
Untruthful,ሐሰተኛ
Unused,ክፍት 
Unusual,ያልተለመደ 
Unveil,ገለጠ
Unwary,ያልተጠራጠረ
Unwell,አልተሻለውም
Unwholesome,ለጤና ጎጂ 
Unwilling,ፈቃደኛ ያልሆነ
Unwind,ፈታታ 
Unwise,ሞኝ
Unworthy,ተገቢ ያልሆነ
Unwrap,ከፈተ
Unwritten,በጽሁፍ ያልሰፈረ
Unyielding,የማይበገር
Up,ከፍ አደረገ
Upbraid,ገሠጸ
Upbringing,አስተዳደግ
Update,አሻሻለ 
Upgrade,በደረጃ ከፍ አደረገ
Upheaval,ረብሻ 
Uphill,ዳገቱን 
Uphold,አስከበረ 
Upholster,አዲስ ፍራሽና ልባስ አደረገ
Upkeep,ሳይበላሽ ማደስ 
Uplift,ቀሰቀሰ 
Upon,ላይ
Upper,የላይ
Uppermost,የመጨረሻው ከፍተኛ 
Upright,ቀጥ ያለ 
Uprising,ዐመጽ 
Uproar,ሁካታ
Uproot,ነቃቀለ 
Upset,አበሳጨ 
Upshot,የነገሩ ፍጻሜ 
Upside down,የዝቅዝቅ 
Upstairs,ፎቅ ላይ ያለ
Upstanding,ታማኝ
Upstream,በወንዙ ላይ ሽቅብ
Upsurge,ከፍ ያለ እንቅስቃሴ
Upturn,ማደግ ጀመረ
Upward,ወደ ላይ 
Urban,የከተማ
Urbane,ጨዋ
Urchin,ዱርዬ ልጅ
Urge,ለመነ 
Urgent,አስቸኳይ 
Urinate,ሸና
Urine,ሽንት
Urn,እግራም እንስራ
Us,እኛን 
Usage,ልማድ 
Use,ተጠቀመ（በት） 
Useful,ጠቃሚ
Useless,ከንቱ 
User,ተጠቃሚ
Usher,መራ 
Usual,የተለመደ 
Usurp,አላግባብ ያዘ
Usury,በአራጣ ማበደር
Utensil,እቃ
Uterine,ማሕጸን
Utilitarian,ለተፈላጊው ተግባር ነው
Utility,ጠቃሚነት 
Utilize,ተጠቀመ
Utmost,የተቻለውን ያህል 
Utter,አሰማ 
Utterance,የተናገረው ቃል 
Uttermost,የሚቻለውን ሁሉ
Uvula,እንጥል
Vacancy,ክፍት ቦታ 
Vacant,ባዶ 
Vacate,ለቀቀ
Vacation,የዕረፍት ጊዜ አሳለፈ
Vaccinate,ከተበ
Vaccine,የክትባት መድኃኒት 
Vacillate,ዋዠቀ
Vacuum,አየር የሌለበት ባዶ ስፍራ
Vagabond,ወሮበላ
Vagary,እንግዳ ጠባይ
Vagrant,ቀፋፊ
Vague,ግልጽ ያልሆነ 
Vain,ግብዝ 
Valedictorian,በምረቃ ሥነ ሥርዓት ላይ ንግግር አድራጊ
Valedictory,የመሰነባበቻ
Valet,አሽከር
Valiant,በጣም ጀግና 
Valid,ሕጋዊ 
Validate,አረጋገጠ 
Valise,ሻንጣ
Valley,ሸለቆ
Valuable,ዋጋ ያለው 
Valuation,ግምት 
Value,ገመተ 
Valve,የውሃ ፍሰት መቆጠጠሪያ
Van,የጭነት መኪና 
Vandal,አጥፊ
Vane,የነፋስ አቅጣጫ ማሳያ
Vanguard,ጦር አዝማች
Vanish,ጠፋ 
Vanity,ግብዝነት 
Vanquish,ድል መታ
Vaporize,ተነነ
Variable,ተለዋዋጭ
Variance,መለዋወጥ
Variant,የተለያየ መልክ
Variation,ልዩነት
Varied,የተለያየ 
Variety,ልዩ ልዩ ዓይነት 
Varnish,በዘይት ወለወለ
Vary,ለዋወጠ
Vase, የአበባ ማስቀመጫ
Vassal,ሎሌ
Vast,በጣም ብዙ 
Vault,ዘለለ 
Veal,የጥጃ ሥጋ
Veer,አቅጣጫውን ለወጠ
Vegetable,አትክልት 
Vegetarian,አትክልት ብቻ የሚበላ
Vegetate,ኑሮው አጓጉል የሆነ 
Vegetation,ዕጽዋት
Vehement,ኃይለኛ 
Vehicle,ተሽከርካሪ 
Veil,በዓይነ ርግብ 
Vellum,ብራና
Velocity,ፍጥነት
Velvet,አጥላስ
Venal,ጉቦ የሚበላ
Vendetta,የደም መበቀል
Vendor,ሻጭ
Veneer,ሽፋን 
Venerable,የተቀደሰ 
Venerate,በታላቅ አክብሮት ተመለከተ
Venereal,ያባላዘር
Vengeance,ቂም በቀል
Vengeful,በደም በቀል ተነሣሥቶ 
Venial,ቀላል
Venom,መርዝ 
Venomous,መርዘኛ
Vent,ተወጣ 
Ventilate,አናፈሰ
Ventilator,የነፋስ መግቢያ
Venture,አደጋ ላይ ጣለ
Venturesome,ደፋር 
Veracious,የሚታመን
Veracity,ትክክለኛነት
Veranda,በረንዳ
Verb,ግስ
Verbal,የቃል 
Verbatim,ቃል በቃል
Verbose,ብዙ ተናገረ
Verdant,ለምለም የሆነ 
Verdict,ፍርድ
Verification,ማረጋገጫ
Verify,አረጋገጠ 
Verily,እውነት
Veritable,የታወቀ
Verity,እውነተኛነት
Vermin,ተባይ
Vernacular,ሁልጊዜ የሚነገርበት ቋንቋ 
Versatile,ሁለገብ የሆነ
Verse,ለመደ 
Versify,ግጥም ጻፈ
Version,ሐተታ 
Vertebra,አከርካሪ
Vertex,የመጨረሻ ከፍታ
Vertical,ቋሚ
Verve,ጉልበት
Very,በጣም
Vesper,የምሽት ጸሎት
Vessel,መርከብ 
Vest,ሰደሪያ
Vestibule,መተላለፊያ
Vestige,ፍርስራሽ 
Vestment,ልብስ
Vestry,ዕቃ ቤት
Veteran,በጦርነት ያገለገለ ሰው 
Veterinarian,የእንሰሳት ሐኪም
Veterinary,የእንሰሳት ሕክምና
Veto,የማገጃ ድምጽ
Vex,አበሳጨ
Vexation,ብስጭት 
Vexatious,ብስጩ
Via,በ---በኩል
Viable,ሥራ ላይ ሊውል የሚችል 
Viaduct,መንገዶችን ለማገናኘት የሚረዳ በሸለቆ ላይ የሚሄድ ድልድይ
Vibrant,የሚያስተጋባ 
Vibrate,አስተጋባ 
Vibration,መንገጫገጭ
Vicar,ገበዝ
Vicarious,የወኪልነት
Vice,መጥፎ ምግባር
Vice-,ምክትል 
Vicinity,አካባቢ 
Vicious,አረመኔ 
Vicissitude,የነገሮች መለዋወጥ
Victim,የሞተ 
Victor,አሸናፊ
Victorious,አሸናፊ
Victory,ድል 
Victual,ምግብ
Vie,ተወዳደረ 
View,ተመለከተ 
Viewpoint,አስተያየት
Vigil,ነቅቶ መጠባበቅ 
Vigilance,ንቃት
Vigilant,ሁል ጊዜ ንቁ
Vigorous,ብርቱ 
Vile,ግም 
Vilify,ስም አጎደፈ
Villa,ቪላ
Village,መንደር
Villain,ተንኮለኛ
Villainy,ክፉነት
Vindicate,ነጻ አወጣ 
Vindictive,ቂመኛ 
Vine,ሐረግ 
Vinegar,ኮምጣጤ
Vineyard,የወይን ተክል
Vintage,የተጠመቀበት ዓመት
Violate,ጣሰ 
Violence,ያፈረሰ 
Violent,ኃይለኛ 
Violin,ቫዮሊን
Viper,እፉኝት
Virgin,ድንግልና ያላት
Virginity,ድንግልና
Virile,ጀግና
Virtual,ልክ እንደ 
Virtue,ጥሩነት 
Virtuous,ደግ አድራጊ
Virulent,የሚገድል 
Virus,ቫይረስ
Visa,ቪዛ
Visibility,መታየት
Visible,የታወቀ 
Vision,ዓይን 
Visionary,ቀድሞ ማሰብ የሚችል
Visit,ጠየቀ 
Visiting,እንግዳ
Visitor,እንግዳ 
Visor,ፊትን ለመሸፈን የሚያስችል የራስ ቁር ክፍል
Visual,የማያ 
Visualize,በዓይነ ኅሊና ማየት
Vital,በጣም አስፈላጊ 
Vitality,ጥንካሬ
Vitamin,ቪታሚን
Vitiate,አበላሸ 
Vituperate,የስድብ ናዳ አወረደ(በት)
Vivacious,ፎለፎል
Vivid,ጉልህ 
Vivify,ሕይወት ሰጠ
Vocabulary,መዝገበ ቃላት 
Vocal,ድምጽ ያለው 
Vocation,ሥራ 
Vociferous,የሚንጫጫ 
Vogue,ፋሽን
Voice,ድምፅ
Void,አፈረሰ 
Volatile,ተለዋዋጭ 
Volcanic,የእሳተ ገሞራ
Volcano,እሳተ ገሞራ
Volition,ፈቃድ
Volley,እሩምታ ተኩስ
Volleyball,የመረብ ኳስ ጨዋታ
Voluble,ለፍላፊ
Volume,መጽሐፍ 
Voluminous,ግዙፍ 
Voluntary,በገዛ ፈቃድ 
Volunteer,ሳይጠየቅ ቀረ 
Voluptuous,የግብረ ስጋ ስሜትን የሚቀሰቅስ
Vomit,አስታወከ 
Voracious,የማይጠገብ
Vote,ድምጽ ሰጠ 
Voter,ድምጽ ሰጪ 
Vouch,ተዋሰ 
Voucher,ደረሰኝ
Vouchsafe,ፈቀደ
Vow,ማለ 
Vowel,የድምጽ አናባቢ
Voyage,ተጓዘ  
Vulgar,ባለጌ 
Vulgarity,ስድነት
Vulnerable,ሊጎዳ የሚችልበት
Vulture,ጥንብ አንሳ
Waddle,እየተንደረከከ ሄደ
Wade,እየወደቀ እየተነሳ  ሄደ 
Wadi,በክረምት ጊዜ የሚሞላ ደረቅ ወንዝ
Wafer,ስስ ብስኩት
Wag,ቆላ
Wage,ደሞዝ
Wager,ተወራረደ 
Waggle,ወዘወዘ
Wagon,ጋሪ
Wail,አለቀሰ 
Waist,ወገብ
Wait,ጠበቀ 
Waiter,አሳላፊ
Waitress,አሳላፊት(ሴት)
Waive,አስቀረ 
Waiver,ማስቀረት
Wake,አስነሳ 
Wakeful,ንቁ
Waken,ቀሰቀሰ
Walk,አንሸራሸረ 
Walking,መንሸራሸር 
Wall,በግድግዳ ከፈለ 
Wallet,የኪስ ቦርሳ
Wallow,ተንደባለለ
Wallpaper,የግድግዳ ወረቀት
Wan,የድካም
Wander,ተንቀዋለለ 
